Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,medio,7836,0,350.0,366.28750079772897,98.34456199996566,1094.6383759996934,405903.0,67.46457401427732,0.0,350,370,390,410,480,570,680,710,800,1100,1100
,Aggregated,7836,0,350.0,366.28750079772897,98.34456199996566,1094.6383759996934,405903.0,67.46457401427732,0.0,350,370,390,410,480,570,680,710,800,1100,1100
