Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,leve,10519,0,1400.0,1360.9113539118737,73.85170600002766,3627.1114479999937,303387.0,89.68355603619274,0.0,1400,1600,1700,1800,2100,2400,2700,2900,3500,3600,3600
,Aggregated,10519,0,1400.0,1360.9113539118737,73.85170600002766,3627.1114479999937,303387.0,89.68355603619274,0.0,1400,1600,1700,1800,2100,2400,2700,2900,3500,3600,3600
