Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/https://br.ign.com,4509,0,90,820.5787146817544,17.225600000529084,6901.432700000441,55121.0,37.72505039111651,0.0,90,97,100,210,4000,5000,5900,6300,6700,6900,6900
GET,/api/https://canaltech.com.br,4289,0,90,663.8106107251107,15.880200000538025,6675.335599999926,25341.0,35.88439590319333,0.0,90,95,100,110,3600,5000,5800,6200,6400,6700,6700
GET,/api/https://cnn.com,4560,0,91,877.6414541886006,17.835899999226967,6901.263200000358,56560.0,38.151747567862344,0.0,91,98,110,600,3900,5000,5800,6100,6500,6900,6900
GET,/api/https://kotaku.com,4267,0,90,631.5032307475967,14.461599999776809,6657.635800000207,21029.0,35.70033045440101,0.0,90,96,100,110,3300,4900,5800,6200,6600,6700,6700
GET,/api/https://receitas.globo.com,4383,0,89,730.9142986767094,15.544900000350026,6606.591699999626,26980.0,36.67085736621505,0.0,89,95,100,110,3900,5000,6000,6300,6500,6600,6600
GET,/api/https://www.estadao.com.br,4461,0,90,749.6811191661072,17.842299999756506,6902.6137000000745,61231.0,37.32345304829691,0.0,90,96,100,110,3800,5000,6000,6200,6600,6900,6900
GET,/api/https://www.foxnews.com,4603,0,4300,3692.690352096461,14.655300000413263,6870.551899999555,121859.0,38.511511854138234,0.0,4300,5000,5300,5600,6200,6300,6500,6600,6900,6900,6900
GET,/api/https://www.todamateria.com.br,4320,0,90,722.2690733101773,13.918900000135181,6902.086500000223,24783.0,36.14376085376433,0.0,90,96,100,110,3900,5100,6000,6300,6600,6900,6900
GET,/api/https://www.tudogostoso.com.br,4348,0,90,629.6564843376271,15.220899999803805,6854.324400000223,33170.0,36.37802597040909,0.0,90,95,100,110,3100,4900,6000,6200,6600,6900,6900
GET,/api/https://www12.senado.leg.br,4414,0,90,727.7549716356947,17.1319000000949,6872.875000000022,30068.0,36.93022231678605,0.0,90,96,100,110,3800,5000,6000,6300,6800,6900,6900
,Aggregated,44154,0,92,1038.6234592652954,13.918900000135181,6902.6137000000745,46229.110861983056,369.41935572618286,0.0,92,100,180,2500,4600,5500,6200,6400,6700,6900,6900
