Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/https://br.ign.com,9356,0,120,123.87862218896508,2.739300000030198,1153.6148000004687,54126.0,78.0341567928099,0.0,120,130,140,210,250,340,390,480,630,1200,1200
GET,/api/https://canaltech.com.br,9290,0,120,123.7394733476883,2.6041999999506515,946.3287000007767,24756.0,77.48368069743522,0.0,120,130,140,210,250,340,400,480,690,950,950
GET,/api/https://cnn.com,9364,0,120,120.53614634771674,2.954699999463628,852.6584999999614,57355.0,78.10088116800682,0.0,120,130,140,190,250,340,430,490,690,850,850
GET,/api/https://kotaku.com,9280,0,120,123.83592439655747,2.6739000004454283,985.1868000005197,20707.0,77.40027522843906,0.0,120,130,140,210,250,350,390,480,800,990,990
GET,/api/https://receitas.globo.com,9323,0,120,123.45436575136765,2.485300000444113,940.6369999996969,26396.0,77.75891874512256,0.0,120,130,140,210,250,340,410,490,700,940,940
GET,/api/https://www.estadao.com.br,9344,0,120,124.04676278895677,2.5640000003477326,935.0132999998095,55973.0,77.9340702300145,0.0,120,130,140,210,250,340,390,470,680,940,940
GET,/api/https://www.foxnews.com,9376,0,120,121.2489661795967,2.3634999997739214,876.712100000077,122053.0,78.20096773080222,0.0,120,130,140,200,250,340,390,470,620,880,880
GET,/api/https://www.todamateria.com.br,9301,0,120,120.80541262229656,1.8645999998625484,874.1796000003887,23637.0,77.575426713331,0.0,120,130,140,190,250,340,380,480,740,870,870
GET,/api/https://www.tudogostoso.com.br,9316,0,120,122.84870717045773,2.5393999994776095,1149.7346000005564,32185.0,77.70053491682525,0.0,120,130,140,210,250,340,380,470,680,1100,1100
GET,/api/https://www12.senado.leg.br,9333,0,120,121.65171020035862,2.268500000354834,816.8817999994644,29268.0,77.84232421411872,0.0,120,130,140,200,250,340,380,470,710,820,820
,Aggregated,93283,0,120,122.60303988722455,1.8645999998625484,1153.6148000004687,44723.38223470515,778.0312364369053,0.0,120,130,140,200,250,340,390,480,690,900,1200
