Method,Name,Error,Occurrences
GET,/api/https://receitas.globo.com,CatchResponseError('Resposta JSON invalida para https://receitas.globo.com: Expecting value: line 1 column 1 (char 0)'),3
GET,/api/https://br.ign.com,CatchResponseError('Resposta JSON invalida para https://br.ign.com: Expecting value: line 1 column 1 (char 0)'),34
GET,/api/https://www12.senado.leg.br,CatchResponseError('Resposta JSON invalida para https://www12.senado.leg.br: Expecting value: line 1 column 1 (char 0)'),17
GET,/api/https://cnn.com,CatchResponseError('Resposta JSON invalida para https://cnn.com: Expecting value: line 1 column 1 (char 0)'),90
GET,/api/https://www.tudogostoso.com.br,CatchResponseError('Resposta JSON invalida para https://www.tudogostoso.com.br: Expecting value: line 1 column 1 (char 0)'),1
GET,/api/https://www.estadao.com.br,CatchResponseError('Resposta JSON invalida para https://www.estadao.com.br: Expecting value: line 1 column 1 (char 0)'),26
GET,/api/https://www.foxnews.com,CatchResponseError('Resposta JSON invalida para https://www.foxnews.com: Expecting value: line 1 column 1 (char 0)'),18
