url,extracted_links
https://br.ign.com,382
https://canaltech.com.br,155
https://cnn.com,491
https://kotaku.com,135
https://receitas.globo.com,232
https://www.estadao.com.br,314
https://www.foxnews.com,911
https://www.todamateria.com.br,182
https://www.tudogostoso.com.br,206
https://www12.senado.leg.br,250
