url,extracted_links
https://br.ign.com,383
https://canaltech.com.br,155
https://cnn.com,492
https://kotaku.com,136
https://receitas.globo.com,235
https://www.estadao.com.br,359
https://www.foxnews.com,910
https://www.todamateria.com.br,182
https://www.tudogostoso.com.br,208
https://www12.senado.leg.br,250
