Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,GraphQL/listar-musicas,7786,0,1400.0,1187.9344990860486,8.209844000020894,3121.251732000019,50908.0,65.29834711227325,0.0,1400,1500,1500,1500,1600,1600,1600,1700,1700,3100,3100
POST,GraphQL/listar-musicas-playlist,7601,0,1500.0,1237.5267754942747,42.012147999912486,3016.9820579999396,327.0,63.746819470895055,0.0,1500,1500,1600,1600,1600,1700,1700,1700,1800,3000,3000
POST,GraphQL/listar-playlists-musica,7505,0,1500.0,1241.7841119127224,43.23019799994654,3102.9755600000044,538.0,62.94170242455827,0.0,1500,1500,1600,1600,1600,1600,1700,1700,1800,3100,3100
POST,GraphQL/listar-playlists-usuario,7688,0,1500.0,1216.824927473462,42.250667000189424,1772.2677790000034,739.0,64.47645679413777,0.0,1500,1500,1500,1600,1600,1600,1700,1700,1800,1800,1800
POST,GraphQL/listar-usuarios,7914,0,1500.0,1204.4895547047015,3.9442580000468297,3344.848888000115,22017.0,66.37183650738896,0.0,1500,1500,1500,1500,1600,1600,1600,1700,2400,3300,3300
,Aggregated,38494,0,1500.0,1217.3993133649303,3.9442580000468297,3344.848888000115,15140.460201589858,322.8351623092533,0.0,1500,1500,1500,1600,1600,1600,1700,1700,1800,3100,3300
